55.66671567	21.19426706	15362
55.91214205	23.25625088	15272
54.70358626	25.29557167	14951
54.72204059	25.24958909	14643
54.91715629	23.9610064	13683
54.92614103	23.96099771	13572
54.69540746	25.21774352	13256
54.39602248	24.02309867	13241
54.71337352	25.21828189	12759
54.72219955	25.23407027	12694
55.67532424	21.17774584	12214
54.72235653	25.2185513	12143
54.74032251	25.21909057	11953
54.71305768	25.24931282	11823
55.73428585	24.32639423	11556
55.72530245	24.3263193	11522
54.73133953	25.21882086	11227
54.92612702	23.9297959	11175
54.92613503	23.9453968	11161
56.30732959	22.32743455	11010
54.67680255	25.2792122	10853
54.9171603	23.97660384	10850
54.67696522	25.26371082	10441
54.74016543	25.23461641	10287
54.92609098	23.88299326	10040
54.7311825	25.23434327	9881
54.92614504	23.97659863	9744
55.66635151	21.17839211	9675
54.71240217	25.31137284	9538
54.92614704	23.99219954	9459
55.91223758	23.27224402	9341
54.93508971	23.89857152	9310
54.70484922	25.17147541	9291
55.70150687	21.14402703	8955
54.56504583	23.35829185	8936
54.67712591	25.24820928	8843
55.68429695	21.17709921	8694
54.73102348	25.24986552	8627
54.90817154	23.96101509	8455
55.6839305	21.16121738	8070
55.67568852	21.19362441	8017
55.67495791	21.16186764	7888
54.66814293	25.24793377	7832
54.67744134	25.21720574	7763
54.90817554	23.97660905	7735
54.68423166	25.41903072	7475
54.66845825	25.21693707	7469
54.7398453	25.26566762	7405
54.66964026	25.09294449	7338
55.73424252	24.34231559	7332
54.7046983	25.18698796	7310
54.71321659	25.23379743	7304
54.91712027	23.89861672	7163
54.68657919	25.20196914	7150
54.69460349	25.29528544	7040
55.07861174	24.25839347	6968
54.70375108	25.28006018	6928
54.71368143	25.18725037	6844
54.66781968	25.27892986	6826
55.90325502	23.27241221	6820
54.90816554	23.94542113	6769
54.67759608	25.20170375	6671
54.7043905	25.21801263	6639
54.70341946	25.31108302	6529
55.71908062	21.12682105	6342
54.890196	23.94544542	6318
55.07857751	24.27405349	6289
54.71273389	25.28034314	6252
55.90430519	21.83299894	6091
55.93047698	23.3199095	6083
54.69509182	25.24876075	5953
54.92610499	23.89859413	5945
55.72516633	24.37407227	5910
54.69476825	25.27977736	5819
54.890208	24.00779351	5687
54.56496285	23.34283012	5649
54.89916278	23.91425232	5592
54.405008	24.02310372	5485
