40.44132 -3.69032 3128600
41.39727 2.16423 1605602
39.46529 -0.36271 805304
37.38479 -5.97592 704414
41.65115 -0.89437 649181
36.72265 -4.43218 560631
37.98789 -1.12799 416996
43.26207 -2.93431 354145
37.89405 -4.77653 322867
38.3522 -0.48916 322431
41.65054 -4.72525 319943
43.56537 -6.62394 293255
43.53808 -5.66951 274472
41.3626 2.11337 248150
37.18068 -3.60032 237929
41.44628 2.23452 221520
38.26512 -0.70179 219032
43.36387 -5.8513 214883
37.60418 -0.98323 208609
40.32268 -3.86291 206301
40.49146 -3.35277 201380
41.54621 2.10694 200545
36.68969 -6.13552 199544
42.81427 -1.64697 195769
38.66222 -2.18196 193715
36.84513 -2.45387 185309
43.25637 -5.92154 183308
43.45952 -3.81459 182926
40.33166 -3.76155 182471
42.34057 -3.69674 173676
39.9891 -0.0405 172110
40.3473 -3.8114 164633
38.99536 -1.86193 161508
40.96889 -5.66143 159754
40.31031 -3.72493 156320
42.46621 -2.43904 147036
37.26736 -6.94202 145763
38.87952 -6.97211 143748
42.598 -5.58101 136985
41.11717 1.25285 131158
36.52154 -6.28124 130561
41.61429 0.61811 125677
36.51424 -4.88542 125519
41.45477 2.21053 119056
41.54232 2.44402 118748
37.77369 -3.78921 116769
37.28387 -5.92332 114672
36.13832 -5.4537 112937
40.45997 -3.46662 112114
40.5362 -3.65413 104118
41.15645 1.10621 101767
43.27946 -2.96102 95640
40.23879 -3.7717 95087
36.47188 -6.19687 93544
42.88155 -8.54229 93458
43.01344 -7.55695 93450
37.98038 -0.67714 92034
39.46763 -6.37441 90218
37.67497 -1.69484 89936
41.97166 2.82302 89890
41.35771 2.07204 84289
39.96653 -4.82751 83793
43.55252 -5.91619 83538
40.42265 -3.55646 83233
36.60243 -6.22563 83101
43.35224 -3.00732 82327
42.00984 -4.53106 82263
41.34329 2.04442 81368
42.42829 -8.63881 80096
40.44285 -3.80769 79581
38.08616 -0.94626 77979
39.87113 -4.02865 77601
43.48624 -8.22722 76399
36.77705 -2.81652 75969
40.63266 -3.1657 75493
38.96938 -0.18003 74827
39.43782 -0.46688 74616
41.4615 2.05253 73774
36.42177 -6.14695 72364
41.729 1.82932 71772
36.76446 -2.6171 71740
38.98813 -3.93068 70124
41.49184 2.03326 70006
36.78393 -4.10297 67697
38.54185 -0.12915 67627
40.55453 -3.62832 67351
41.50762 -5.74659 66135
37.33955 -5.84206 64990
36.5394 -4.62203 63899
36.78175 -6.35216 63509
41.32846 2.09632 63069
36.17417 -5.34639 63026
41.22518 1.72289 62826
39.68125 -0.27528 62702
40.47915 -3.86635 62270
43.44411 -6.22887 61452
42.04903 2.16528 61168
36.5959 -4.64091 61147
38.70241 -0.47724 60590
43.34113 -1.79009 60261
41.60944 2.28968 58940
36.62699 -4.50051 58683
41.27103 1.9836 58663
36.43054 -5.14463 58603
41.4965 2.13456 57959
36.75064 -3.51545 57895
38.05548 -1.21211 57431
39.50722 -0.43659 57343
43.34961 -4.04172 56143
40.94271 -4.10982 55476
38.47887 -0.79409 55138
38.91991 -6.3415 53915
40.33083 -3.51179 53459
40.65745 -4.69348 53272
40.62903 -4.00918 52083
38.32513 -5.55501 51205
38.69106 -4.10948 50470
36.59719 -4.57058 50298
42.13891 -0.40675 49312
43.31915 -3.02074 49118
40.19299 -3.67906 48517
37.18092 -5.77935 48222
39.94323 -0.09759 48055
38.39664 -0.52484 47706
43.32865 -3.03375 47320
41.38267 2.07357 46808
40.03166 -3.59992 46283
43.30779 -5.69059 46076
43.25437 -5.77072 45645
40.30724 -3.46107 45085
41.30384 2.00885 44531
37.02154 -4.56071 44032
43.24034 -2.88869 43626
39.47586 -0.41568 43363
39.15334 -0.43016 43253
38.83975 0.10967 41591
40.66309 -3.77149 40878
37.41045 -4.48644 40143
40.43205 -3.53995 40048
40.60697 -3.71053 39826
40.03294 -6.0893 39785
42.26496 2.96542 39641
40.24308 -3.70189 39432
37.54149 -5.07987 39295
37.34531 -6.06236 39065
41.93071 2.26015 38747
38.04352 -4.05391 38662
37.97203 -1.21686 38584
36.53295 -6.18341 38354
42.68699 -2.94665 38276
41.76506 -2.47048 38004
40.40745 -3.87552 37926
41.67603 2.79445 37819
39.51503 -0.41566 37756
41.58261 1.61931 36817
41.34835 1.70197 36687
42.59786 -8.76275 36519
38.82587 -0.60524 36368
36.74476 -5.16089 35836
43.53163 -8.16671 35664
39.15905 -3.01946 35534
41.49905 2.16091 35427
37.16122 -5.92694 35225
38.24096 -1.41801 34735
40.81574 0.52737 34266
38.6351 -0.8634 34186
38.45357 -0.98033 34139
38.95884 -5.86215 34051
38.61407 -1.11319 33964
36.71804 -4.28768 33817
40.34886 -1.10993 33673
40.41383 -4.59725 33370
38.48513 -0.77492 33026
42.06275 -1.60492 32802
41.70309 2.84954 32728
37.40845 -1.58066 32450
39.88952 -0.08517 32349
41.49567 2.18317 32153
41.22302 1.53225 31953
42.18167 2.48696 31932
39.82454 -0.23301 31553
41.66783 -3.69009 31545
41.35908 2.07847 31485
43.33397 -8.31406 31264
37.59798 -1.31438 30841
38.68501 -6.40721 30741
36.66425 -4.56267 30281
39.47162 -0.43447 30123
39.45689 -0.45623 30104
43.29548 -2.98591 30036
42.28444 -8.60385 30029
38.51594 -1.69614 30024
43.40276 -3.88606 30024
43.11813 -6.48 29985
36.75237 -5.81126 29905
39.4925 -0.45992 29717
39.39095 -3.20819 29625
43.23227 -2.84346 29374
38.78737 0.16433 29279
38.50826 -0.23395 29263
43.32586 -2.98178 29100
40.57812 -4.00241 28924
37.38932 -4.76959 28639
43.37627 -3.21832 28542
38.98991 -0.51807 28474
37.7714 -1.49907 28360
37.12409 -5.44988 28295
38.76191 -3.3853 28183
37.74755 -0.95612 28152
41.97695 2.79086 28017
41.49704 2.35687 27860
42.13575 1.39178 27848
39.46771 -0.46037 27704
37.80674 -0.83619 27622
39.20494 -0.31043 27593
43.18728 -2.46985 27530
38.19647 -0.55518 27521
39.19749 -0.43502 27326
36.62386 -6.36092 27270
43.25255 -4.35654 27221
42.83831 -8.54181 27053
43.16843 -2.63405 27040
41.25787 1.77176 26859
38.91926 -0.11809 26844
43.30603 -8.50153 26739
43.39682 -4.7245 26569
43.3026 -8.38257 26547
37.28798 -6.05537 26499
38.64218 0.07038 26382
38.38658 -0.76741 26335
36.73281 -3.69287 26264
40.47204 0.47352 26251
43.00119 -2.58742 26190
41.47297 1.92873 26170
40.36148 -3.90517 26076
36.96768 -2.20495 26070
40.56612 -3.2645 26064
43.39124 -5.45086 25706
41.24272 1.79999 25642
41.62644 2.6884 25504
39.27177 -2.60154 25485
39.48437 -0.4386 25430
41.45999 1.96277 25383
38.10697 -1.87282 25257
42.48403 -7.64465 25202
36.92043 -6.07813 25165
38.87022 -1.09405 25075
38.97674 -5.80052 24932
39.40386 -0.40342 24916
40.41731 0.42591 24427
38.47885 -1.32448 24124
37.7224 -3.97081 24061
37.25839 -7.20248 23781
42.3042 -1.96729 23708
43.31051 -2.99544 23653
39.16986 -0.25148 23619
37.58765 -4.6408 23574
36.75287 -3.01755 23545
41.41022 2.02531 23374
38.62451 -0.57138 23360
41.28413 1.24827 23315
42.9097 -8.65545 23219
37.43988 -4.19855 23087
43.39905 -6.78531 22855
36.19399 -5.9184 22602
37.49439 -2.77239 22581
39.9654 -0.26261 22526
42.80428 -1.68255 22401
43.2837 -2.17117 22323
41.07739 1.14067 22162
37.46268 -3.92334 22129
43.28496 -8.76679 22092
42.68928 -8.4891 22013
42.17714 -8.50723 21993
38.60233 -0.04969 21898
39.43054 -0.41238 21846
41.47903 2.3073 21833
39.12357 -0.44739 21753
41.54254 1.89753 21714
41.53714 2.18062 21644
41.91749 3.16869 21307
39.49541 -0.35492 21263
37.84181 -0.78111 21234
37.16671 -4.14982 21196
41.53076 1.86432 21145
39.63142 -0.59553 21078
36.64493 -4.68628 21070
40.39871 -3.48709 21052
41.5798 -4.71686 21018
37.47302 -4.43478 20935
36.1869 -5.49267 20871
41.78607 3.02971 20867
39.54873 -0.39303 20815
42.6647 -8.11007 20779
41.31183 -4.91698 20767
37.37455 -6.04354 20705
37.69941 -5.28017 20640
36.66144 -4.75448 20551
41.20143 1.57124 20521
37.61867 -4.32349 20507
36.75189 -3.8744 20361
37.20423 -7.31882 20323
39.41953 -0.38861 20322
37.30005 -3.13497 20296
37.26341 -6.51518 20224
36.83461 -2.64074 20220
39.4951 -1.09767 20216
37.35986 -6.03495 20121
41.35114 -1.63819 20001
42.00309 2.28296 19979
36.27704 -6.08549 19890
40.58281 -3.92909 19843
37.14059 -3.62583 19667
37.86465 -0.78995 19578
42.52602 -7.50838 19412
37.20872 -3.63268 19388
40.70979 0.5799 19142
37.3257 -5.41171 19089
37.6562 -5.52973 19077
41.50983 2.39053 19051
43.26699 -1.96956 18943
39.5927 -0.45893 18927
37.26073 -5.54295 18861
38.03279 -1.24398 18842
38.34626 -0.76935 18821
37.85399 -1.42352 18779
40.16186 -3.61906 18764
39.36406 -0.41334 18756
39.00102 -3.37176 18721
37.37337 -5.74917 18710
42.00372 -5.67827 18675
37.22127 -7.39951 18636
43.00014 -6.85249 18554
43.14161 -2.96306 18478
37.27835 -6.83472 18441
42.2792 -8.73676 18432
38.09748 -3.77314 18362
39.54872 -0.57041 18329
40.5987 -3.49721 18176
39.59468 -0.55241 18072
36.73567 -6.4324 17952
39.07088 -3.6115 17913
39.20231 -1.37977 17877
39.36211 -0.46179 17848
36.71362 -4.6316 17690
41.61806 2.6634 17673
42.14757 -8.80071 17631
37.23841 -5.10712 17594
40.29213 -4.01657 17567
41.64725 2.74069 17531
37.38984 -5.72133 17497
38.11029 -0.79225 17494
36.01753 -5.59802 17478
38.12431 -0.87974 17366
42.11717 2.76381 17309
39.61778 -0.30227 17249
38.42172 -0.69748 17219
36.67862 -5.4452 17205
41.84754 3.12915 17197
42.26803 3.17197 17173
42.76805 -8.51486 17168
41.53695 2.0787 17138
39.89304 -5.53972 17099
42.05098 -8.64183 16925
42.40304 -8.80445 16914
43.41997 -2.72691 16909
37.38856 -6.05744 16878
42.13046 -1.13324 16785
38.11758 -1.29223 16707
42.16237 -8.61582 16617
42.10507 1.84724 16457
37.11972 -3.58133 16450
41.57711 2.23346 16413
43.18978 -2.50339 16331
38.04727 -1.49264 16283
41.91385 0.19225 16200
38.76177 -0.43353 16176
36.98273 -5.93638 16139
37.62079 -0.87843 16082
43.36356 -1.79615 16073
37.99573 -3.46764 16056
37.28469 -7.15135 16042
43.40006 -3.82155 16032
40.59657 -4.14419 16005
38.08889 -0.72308 15987
37.23168 -3.65195 15978
43.31473 -2.67875 15959
38.75899 -2.02779 15948
41.63508 2.1661 15941
42.03791 0.12579 15880
40.13004 -3.84739 15830
41.79583 0.81165 15769
37.38066 -6.07177 15741
38.42494 -6.41778 15706
40.21179 -3.57127 15677
38.91066 -6.61464 15648
37.2715 -7.0248 15617
40.25219 -3.82874 15589
38.27376 -3.61418 15576
43.65994 -7.59575 15576
41.64334 2.35919 15561
38.09541 -1.79341 15553
41.68846 2.48907 15544
43.29945 -7.67735 15455
41.04894 -0.12556 15447
41.39759 2.04278 15327
39.21177 -2.15715 15288
42.43773 -8.65385 15201
41.65055 1.13784 15155
43.35648 -2.84457 15104
41.6266 2.27427 15012
39.23106 -0.51445 14952
40.38909 -5.76614 14948
36.75794 -3.95257 14925
41.71361 -0.9968 14920
43.12332 -2.42125 14853
40.4477 -4.0041 14809
42.7841 -8.88436 14702
37.18812 -3.71697 14599
41.54189 2.26599 14516
39.39849 -0.40938 14505
43.48271 -5.43121 14457
36.84973 -2.95116 14450
39.57364 -0.32879 14388
43.4759 -8.16601 14346
43.16081 -7.5442 14283
38.0898 -0.66008 14261
42.967 -3.89269 14245
40.58563 -4.12855 14113
43.21695 -2.02182 14082
37.77183 -3.89403 14076
41.1433 1.39727 14044
36.76207 -4.24174 14038
40.60025 -6.52915 14035
37.18313 -6.96156 14033
41.5851 2.55254 14016
38.61592 -0.12351 14006
42.75438 -7.86155 13944
41.69212 2.2878 13942
39.42573 -0.39385 13940
